date,max_supply,total_supply,the_open_network_foundation,frozen,issued_supply,backers,the_locker,dns_locked,telegram,inactive_early_wallet,mining_smart_contracts,circulating_supply_first_principles,circulating_supply_api
2021-06-20,5038231204,5038231204,0,0,1475084049,0,0,0,0,0,3563147155,1475084049,1475084049
2021-06-21,5038292300,5038292300,0,0,1475244024,0,0,0,0,0,3563048276,1475244024,1475244024
2021-06-22,5038353388,5038353388,0,0,1475395077,0,0,0,0,0,3562958311,1475395077,1475395077
2021-06-23,5038414389,5038414389,0,0,1475556151,0,0,0,0,0,3562858238,1475556151,1475556151
2021-06-24,5038475730,5038475730,0,0,1475724972,0,0,0,0,0,3562750758,1475724972,1475724972
2021-06-25,5038538472,5038538472,0,0,1475891591,0,0,0,0,0,3562646881,1475891591,1475891591
2021-06-26,5038601084,5038601084,0,0,1476046871,0,0,0,0,0,3562554213,1476046871,1476046871
2021-06-27,5038663252,5038663252,0,0,1476206819,0,0,0,0,0,3562456433,1476206819,1476206819
2021-06-28,5038726267,5038726267,0,0,1476354652,0,0,0,0,0,3562371616,1476354652,1476354652
2021-06-29,5038788733,5038788733,0,0,1476507892,0,0,0,0,0,3562280841,1476507892,1476507892
2021-06-30,5038852098,5038852098,0,0,1476655926,0,0,0,0,0,3562196172,1476655926,1476655926
2021-07-01,5038914199,5038914199,0,0,1476807905,0,0,0,0,0,3562106294,1476807905,1476807905
2021-07-02,5038978040,5038978040,0,0,1477108514,0,0,0,0,0,3561869526,1477108514,1477108514
2021-07-03,5039040664,5039040664,0,0,1477440802,0,0,0,0,0,3561599862,1477440802,1477440802
2021-07-04,5039103590,5039103590,0,0,1477591407,0,0,0,0,0,3561512184,1477591407,1477591407
2021-07-05,5039167585,5039167585,0,0,1477739270,0,0,0,0,0,3561428315,1477739270,1477739270
2021-07-06,5039230334,5039230334,0,0,1477880085,0,0,0,0,0,3561350249,1477880085,1477880085
2021-07-07,5039293412,5039293412,0,0,1478027220,0,0,0,0,0,3561266192,1478027220,1478027220
2021-07-08,5039357440,5039357440,0,0,1478286719,0,0,0,0,0,3561070721,1478286719,1478286719
2021-07-09,5039420771,5039420771,0,0,1478456903,0,0,0,0,0,3560963868,1478456903,1478456903
2021-07-10,5039484670,5039484670,0,0,1478776362,0,0,0,0,0,3560708308,1478776362,1478776362
2021-07-11,5039548880,5039548880,0,0,1478938633,0,0,0,0,0,3560610247,1478938633,1478938633
2021-07-12,5039612124,5039612124,0,0,1479296640,0,0,0,0,0,3560315484,1479296640,1479296640
2021-07-13,5039675360,5039675360,0,0,1479461633,0,0,0,0,0,3560213727,1479461633,1479461633
2021-07-14,5039739331,5039739331,0,0,1479623357,0,0,0,0,0,3560115974,1479623357,1479623357
2021-07-15,5039803174,5039803174,0,0,1479953866,0,0,0,0,0,3559849308,1479953866,1479953866
2021-07-16,5039866849,5039866849,0,0,1480123594,0,0,0,0,0,3559743254,1480123594,1480123594
2021-07-17,5039931640,5039931640,0,0,1480291941,0,0,0,0,0,3559639700,1480291941,1480291941
2021-07-18,5039995716,5039995716,0,0,1480454772,0,0,0,0,0,3559540944,1480454772,1480454772
2021-07-19,5040059391,5040059391,0,0,1507861806,0,0,0,0,0,3532197585,1507861806,1507861806
2021-07-20,5040123306,5040123306,0,0,1510515470,0,0,0,0,0,3529607835,1510515470,1510515470
2021-07-21,5040186291,5040186291,0,0,1510662197,0,0,0,0,0,3529524095,1510662197,1510662197
2021-07-22,5040249658,5040249658,0,0,1513164510,0,0,0,0,0,3527085148,1513164510,1513164510
2021-07-23,5040313507,5040313507,0,0,1513318798,0,0,0,0,0,3526994710,1513318798,1513318798
2021-07-24,5040377499,5040377499,0,0,1513473236,0,0,0,0,0,3526904263,1513473236,1513473236
2021-07-25,5040440881,5040440881,0,0,1513617718,0,0,0,0,0,3526823163,1513617718,1513617718
2021-07-26,5040504418,5040504418,0,0,1513789399,0,0,0,0,0,3526715018,1513789399,1513789399
2021-07-27,5040567378,5040567378,0,0,1513996312,0,0,0,0,0,3526571066,1513996312,1513996312
2021-07-28,5040629634,5040629634,0,0,1514161522,0,0,0,0,0,3526468112,1514161522,1514161522
2021-07-29,5040692376,5040692376,0,0,1514393515,0,0,0,0,0,3526298861,1514393515,1514393515
2021-07-30,5040754983,5040754983,0,0,1514467685,0,0,0,0,0,3526287299,1514467685,1514467685
2021-07-31,5040818347,5040818347,0,0,1514638403,0,0,0,0,0,3526179944,1514638403,1514638403
2021-08-01,5040884667,5040884667,0,0,1514815182,0,0,0,0,0,3526069485,1514815182,1514815182
2021-08-02,5040950357,5040950357,0,0,1514992131,0,0,0,0,0,3525958226,1514992131,1514992131
2021-08-03,5041016297,5041016297,0,0,1519568476,0,0,0,0,0,3521447821,1519568476,1519568476
2021-08-04,5041082474,5041082474,0,0,1519737509,0,0,0,0,0,3521344965,1519737509,1519737509
2021-08-05,5041148553,5041148553,0,0,1519913753,0,0,0,0,0,3521234800,1519913753,1519913753
2021-08-06,5041215433,5041215433,0,0,1520146346,0,0,0,0,0,3521069087,1520146346,1520146346
2021-08-07,5041282645,5041282645,0,0,1520327107,0,0,0,0,0,3520955538,1520327107,1520327107
2021-08-08,5041347181,5041347181,0,0,1520495792,0,0,0,0,0,3520851389,1520495792,1520495792
2021-08-09,5041411738,5041411738,0,0,1520657398,0,0,0,0,0,3520754340,1520657398,1520657398
2021-08-10,5041478998,5041478998,0,0,1520816793,0,0,0,0,0,3520662205,1520816793,1520816793
2021-08-11,5041545742,5041545742,0,0,1520982662,0,0,0,0,0,3520563080,1520982662,1520982662
2021-08-12,5041612584,5041612584,0,0,1521327689,0,0,0,0,0,3520284895,1521327689,1521327689
2021-08-13,5041679149,5041679149,0,0,1521492196,0,0,0,0,0,3520186953,1521492196,1521492196
2021-08-14,5041745742,5041745742,0,0,1521639934,0,0,0,0,0,3520105808,1521639934,1521639934
2021-08-15,5041813353,5041813353,0,0,1522024864,0,0,0,0,0,3519788489,1522024864,1522024864
2021-08-16,5041880768,5041880768,0,0,1522182709,0,0,0,0,0,3519698059,1522182709,1522182709
2021-08-17,5041947419,5041947419,0,0,1522769078,0,0,0,0,0,3519178341,1522769078,1522769078
2021-08-18,5042016153,5042016153,0,0,1522912627,0,0,0,0,0,3519103526,1522912627,1522912627
2021-08-19,5042084973,5042084973,0,0,1523153352,0,0,0,0,0,3518931622,1523153352,1523153352
2021-08-20,5042153706,5042153706,0,0,1523300209,0,0,0,0,0,3518853497,1523300209,1523300209
2021-08-21,5042223208,5042223208,0,0,1523451233,0,0,0,0,0,3518771975,1523451233,1523451233
2021-08-22,5042291767,5042291767,0,0,1523584588,0,0,0,0,0,3518707179,1523584588,1523584588
2021-08-23,5042359839,5042359839,0,0,1523723222,0,0,0,0,0,3518636616,1523723222,1523723222
2021-08-24,5042429151,5042429151,0,0,1581002646,0,0,0,0,0,3461426504,1581002646,1581002646
2021-08-25,5042461346,5042461346,0,0,1581089123,0,0,0,0,0,3461372223,1581089123,1581089123
2021-08-26,5042535425,5042535425,0,0,1581242723,0,0,0,0,0,3461292703,1581242723,1581242723
2021-08-27,5042609215,5042609215,0,0,1581516092,0,0,0,0,0,3461093123,1581516092,1581516092
2021-08-28,5042681961,5042681961,0,0,1581675161,0,0,0,0,0,3461006800,1581675161,1581675161
2021-08-29,5042755151,5042755151,0,0,1581834449,0,0,0,0,0,3460920702,1581834449,1581834449
2021-08-30,5042829138,5042829138,0,0,1581991782,0,0,0,0,0,3460837356,1581991782,1581991782
2021-08-31,5042902204,5042902204,0,0,1582584752,0,0,0,0,0,3460317453,1582584752,1582584752
2021-09-01,5042976009,5042976009,0,0,1583244312,0,0,0,0,0,3459731696,1583244312,1583244312
2021-09-02,5043049967,5043049967,0,0,1583383935,0,0,0,0,0,3459666032,1583383935,1583383935
2021-09-03,5043123039,5043123039,0,0,1583564664,0,0,0,0,0,3459558375,1583564664,1583564664
2021-09-04,5043196403,5043196403,0,0,1583714695,0,0,0,0,0,3459481708,1583714695,1583714695
2021-09-05,5043270384,5043270384,0,0,1583869894,0,0,0,0,0,3459400490,1583869894,1583869894
2021-09-06,5043343648,5043343648,0,0,1584007141,0,0,0,0,0,3459336507,1584007141,1584007141
2021-09-07,5043416960,5043416960,0,0,1584161306,0,0,0,0,0,3459255654,1584161306,1584161306
2021-09-08,5043490663,5043490663,0,0,1584304058,0,0,0,0,0,3459186605,1584304058,1584304058
2021-09-09,5043563599,5043563599,0,0,1584442258,0,0,0,0,0,3459121341,1584442258,1584442258
2021-09-10,5043636881,5043636881,0,0,1584802002,0,0,0,0,0,3458834879,1584802002,1584802002
2021-09-11,5043710384,5043710384,0,0,1584938790,0,0,0,0,0,3458771594,1584938790,1584938790
2021-09-12,5043782838,5043782838,0,0,1585063998,0,0,0,0,0,3458718840,1585063998,1585063998
2021-09-13,5043855513,5043855513,0,0,1585454436,0,0,0,0,0,3458401077,1585454436,1585454436
2021-09-14,5043928504,5043928504,0,0,1585598123,0,0,0,0,0,3458330381,1585598123,1585598123
2021-09-15,5044001189,5044001189,0,0,1585747792,0,0,0,0,0,3458253397,1585747792,1585747792
2021-09-16,5044073996,5044073996,0,0,1585911377,0,0,0,0,0,3458162619,1585911377,1585911377
2021-09-17,5044146069,5044146069,0,0,1586752320,0,0,0,0,0,3457393749,1586752320,1586752320
2021-09-18,5044218972,5044218972,0,0,1589033334,0,0,0,0,0,3455185638,1589033334,1589033334
2021-09-19,5044292067,5044292067,0,0,1589276182,0,0,0,0,0,3455015885,1589276182,1589276182
2021-09-20,5044364840,5044364840,0,0,1589426906,0,0,0,0,0,3454937933,1589426906,1589426906
2021-09-21,5044436661,5044436661,0,0,1589859926,0,0,0,0,0,3454576736,1589859926,1589859926
2021-09-22,5044508235,5044508235,0,0,1590017256,0,0,0,0,0,3454490980,1590017256,1590017256
2021-09-23,5044578685,5044578685,0,0,1590326433,0,0,0,0,0,3454252252,1590326433,1590326433
2021-09-24,5044649527,5044649527,0,0,1590587838,0,0,0,0,0,3454061690,1590587838,1590587838
2021-09-25,5044721650,5044721650,0,0,1590765394,0,0,0,0,0,3453956256,1590765394,1590765394
2021-09-26,5044792789,5044792789,0,0,1590931190,0,0,0,0,0,3453861600,1590931190,1590931190
2021-09-27,5044864155,5044864155,0,0,1591106392,0,0,0,0,0,3453757762,1591106392,1591106392
2021-09-28,5044935582,5044935582,0,0,1591267845,0,0,0,0,0,3453667737,1591267845,1591267845
2021-09-29,5045006129,5045006129,0,0,1591425740,0,0,0,0,0,3453580389,1591425740,1591425740
2021-09-30,5045077077,5045077077,0,0,1591600060,0,0,0,0,0,3453477017,1591600060,1591600060
2021-10-01,5045147876,5045147876,0,0,1591762473,0,0,0,0,0,3453385404,1591762473,1591762473
2021-10-02,5045218205,5045218205,0,0,1591999494,0,0,0,0,0,3453218711,1591999494,1591999494
2021-10-03,5045288183,5045288183,0,0,1592171864,0,0,0,0,0,3453116319,1592171864,1592171864
2021-10-04,5045358660,5045358660,0,0,1592426386,0,0,0,0,0,3452932275,1592426386,1592426386
2021-10-05,5045429535,5045429535,0,0,1592587315,0,0,0,0,0,3452842221,1592587315,1592587315
2021-10-06,5045498855,5045498855,0,0,1592759460,0,0,0,0,0,3452739395,1592759460,1592759460
2021-10-07,5045569636,5045569636,0,0,1592898353,0,0,0,0,0,3452671284,1592898353,1592898353
2021-10-08,5045640563,5045640563,0,0,1593045584,0,0,0,0,0,3452594979,1593045584,1593045584
2021-10-09,5045711680,5045711680,0,0,1593186028,0,0,0,0,0,3452525653,1593186028,1593186028
2021-10-10,5045782762,5045782762,0,0,1593452758,0,0,0,0,0,3452330004,1593452758,1593452758
2021-10-11,5045852958,5045852958,0,0,1650561566,0,0,0,0,0,3395291392,1650561566,1650561566
2021-10-12,5045923393,5045923393,0,0,1650835834,0,0,0,0,0,3395087559,1650835834,1650835834
2021-10-13,5045994378,5045994378,0,0,1675500346,0,0,0,0,0,3370494032,1675500346,1675500346
2021-10-14,5046064365,5046064365,0,0,1675648750,0,0,0,0,0,3370415615,1675648750,1675648750
2021-10-15,5046134306,5046134306,0,0,1675795113,0,0,0,0,0,3370339193,1675795113,1675795113
2021-10-16,5046204785,5046204785,0,0,1675933907,0,0,0,0,0,3370270879,1675933907,1675933907
2021-10-17,5046275229,5046275229,0,0,1702118846,0,0,0,0,0,3344156383,1702118846,1702118846
2021-10-18,5046343927,5046343927,0,0,1704550263,0,0,0,0,0,3341793664,1704550263,1704550263
2021-10-19,5046414566,5046414566,0,0,1729899308,0,0,0,0,0,3316515258,1729899308,1729899308
2021-10-20,5046484952,5046484952,0,0,1730073589,0,0,0,0,0,3316411364,1730073589,1730073589
2021-10-21,5046554912,5046554912,0,0,1758326606,0,0,0,0,0,3288228307,1758326606,1758326606
2021-10-22,5046625520,5046625520,0,0,1758616717,0,0,0,0,0,3288008802,1758616717,1758616717
2021-10-23,5046695495,5046695495,0,0,1759074513,0,0,0,0,0,3287620982,1759074513,1759074513
2021-10-24,5046765943,5046765943,0,0,1759257283,0,0,0,0,0,3287508659,1759257283,1759257283
2021-10-25,5046836916,5046836916,0,0,1759861771,0,0,0,0,0,3286975145,1759861771,1759861771
2021-10-26,5046906742,5046906742,0,0,1760039218,0,0,0,0,0,3286867524,1760039218,1760039218
2021-10-27,5046977536,5046977536,0,0,1813179389,0,0,0,0,0,3233798147,1813179389,1813179389
2021-10-28,5047048618,5047048618,0,0,1813395798,0,0,0,0,0,3233652821,1813395798,1813395798
2021-10-29,5047119143,5047119143,0,0,1813541400,0,0,0,0,0,3233577743,1813541400,1813541400
2021-10-30,5047189774,5047189774,0,0,1813701474,0,0,0,0,0,3233488300,1813701474,1813701474
2021-10-31,5047260845,5047260845,0,0,1844243664,0,0,0,0,0,3203017181,1844243664,1844243664
2021-11-01,5047331417,5047331417,0,0,1844921860,0,0,0,0,0,3202409557,1844921860,1844921860
2021-11-02,5047402614,5047402614,0,0,1845374117,0,0,0,0,0,3202028497,1845374117,1845374117
2021-11-03,5047473452,5047473452,0,0,1845654004,0,0,0,0,0,3201819449,1845654004,1845654004
2021-11-04,5047543931,5047543931,0,0,1845857595,0,0,0,0,0,3201686336,1845857595,1845857595
2021-11-05,5047614132,5047614132,0,0,1846048513,0,0,0,0,0,3201565619,1846048513,1846048513
2021-11-06,5047683143,5047683143,0,0,1846286955,0,0,0,0,0,3201396189,1846286955,1846286955
2021-11-07,5047751666,5047751666,0,0,1846501338,0,0,0,0,0,3201250328,1846501338,1846501338
2021-11-08,5047812968,5047812968,0,0,1846666543,0,0,0,0,0,3201146424,1846666543,1846666543
2021-11-09,5047864977,5047864977,0,0,1977242698,0,0,0,0,0,3070622279,1977242698,1977242698
2021-11-10,5047933760,5047933760,0,0,1977523262,0,0,0,0,0,3070410498,1977523262,1977523262
2021-11-11,5048002687,5048002687,0,0,1977976626,0,0,0,0,0,3070026061,1977976626,1977976626
2021-11-12,5048071375,5048071375,0,0,2015731976,0,0,0,0,0,3032339399,2015731976,2015731976
2021-11-13,5048138707,5048138707,0,0,2091872194,0,0,0,0,0,2956266513,2091872194,2091872194
2021-11-14,5048207128,5048207128,0,0,2092136013,0,0,0,0,0,2956071115,2092136013,2092136013
2021-11-15,5048275563,5048275563,0,0,2092436720,0,0,0,0,0,2955838843,2092436720,2092436720
2021-11-16,5048342986,5048342986,0,0,2092759391,0,0,0,0,0,2955583596,2092759391,2092759391
2021-11-17,5048411051,5048411051,0,0,2093001315,0,0,0,0,0,2955409737,2093001315,2093001315
2021-11-18,5048478695,5048478695,0,0,2093334191,0,0,0,0,0,2955144504,2093334191,2093334191
2021-11-19,5048545948,5048545948,0,0,2093579321,0,0,0,0,0,2954966627,2093579321,2093579321
2021-11-20,5048613952,5048613952,0,0,2124209293,0,0,0,0,0,2924404659,2124209293,2124209293
2021-11-21,5048681185,5048681185,0,0,2124465442,0,0,0,0,0,2924215743,2124465442,2124465442
2021-11-22,5048748214,5048748214,0,0,2124723106,0,0,0,0,0,2924025108,2124723106,2124723106
2021-11-23,5048815563,5048815563,0,0,2124971547,0,0,0,0,0,2923844015,2124971547,2124971547
2021-11-24,5048882233,5048882233,0,0,2125236504,0,0,0,0,0,2923645729,2125236504,2125236504
2021-11-25,5048948826,5048948826,0,0,2125479772,0,0,0,0,0,2923469054,2125479772,2125479772
2021-11-26,5049016007,5049016007,0,0,2125732747,0,0,0,0,0,2923283260,2125732747,2125732747
2021-11-27,5049082641,5049082641,0,0,2126035310,0,0,0,0,0,2923047331,2126035310,2126035310
2021-11-28,5049148964,5049148964,0,0,2126273482,0,0,0,0,0,2922875483,2126273482,2126273482
2021-11-29,5049215934,5049215934,0,0,2126523733,0,0,0,0,0,2922692201,2126523733,2126523733
2021-11-30,5049283712,5049283712,0,0,2166903557,0,0,0,0,0,2882380155,2166903557,2166903557
2021-12-01,5049351065,5049351065,0,0,2167161556,0,0,0,0,0,2882189509,2167161556,2167161556
2021-12-02,5049418645,5049418645,0,0,2167459723,0,0,0,0,0,2881958922,2167459723,2167459723
2021-12-03,5049485820,5049485820,0,0,2167728682,0,0,0,0,0,2881757138,2167728682,2167728682
2021-12-04,5049552808,5049552808,0,0,2167989446,0,0,0,0,0,2881563362,2167989446,2167989446
2021-12-05,5049619426,5049619426,0,0,2168265935,0,0,0,0,0,2881353491,2168265935,2168265935
2021-12-06,5049685647,5049685647,0,0,2168539405,0,0,0,0,0,2881146242,2168539405,2168539405
2021-12-07,5049752609,5049752609,0,0,2168807416,0,0,0,0,0,2880945192,2168807416,2168807416
2021-12-08,5049819703,5049819703,0,0,2169067440,0,0,0,0,0,2880752263,2169067440,2169067440
2021-12-09,5049887303,5049887303,0,0,2169346170,0,0,0,0,0,2880541133,2169346170,2169346170
2021-12-10,5049954298,5049954298,0,0,2169627860,0,0,0,0,0,2880326438,2169627860,2169627860
2021-12-11,5050021760,5050021760,0,0,2302933360,0,0,0,0,0,2747088400,2302933360,2302933360
2021-12-12,5050089905,5050089905,0,0,2345426210,0,0,0,0,0,2704663694,2345426210,2345426210
2021-12-13,5050157993,5050157993,0,0,2345683846,0,0,0,0,0,2704474147,2345683846,2345683846
2021-12-14,5050226245,5050226245,0,0,2345945526,0,0,0,0,0,2704280719,2345945526,2345945526
